customer_key,customer_name,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,Customer_Segment
7975,James Rodriguez,4788,1,586,5,2,3,At Risk
7976,Samuel Bryant,4687,1,90,4,2,4,At Risk
7977,Garrett Howard,4510,1,1751,1,2,2,Champions
7978,Jackson Wang,4504,1,129,1,2,3,Loyal Customers
7980,Noah Taylor,4501,1,1750,1,2,2,Champions
7981,Sophia Hernandez,4504,1,1751,1,2,2,Champions
7983,Kyle Baker,4508,1,1784,1,2,2,Champions
7990,Cindy Suri,4602,1,134,3,2,3,Loyal Customers
7991,Amanda Henderson,4800,1,562,5,2,3,At Risk
7994,Kevin Ross,4502,1,129,1,2,3,Loyal Customers
7999,Aidan Bennett,4504,1,1785,1,2,2,Champions
8000,Mackenzie Watson,4498,1,1755,1,2,2,Champions
8003,Alexis Thompson,4500,1,1730,1,2,2,Champions
8004,Jared Stewart,4488,1,1765,1,2,2,Champions
8005,Ian Rogers,4483,1,1765,1,2,2,Champions
8009,Hailey Murphy,4506,1,1760,1,2,2,Champions
8014,Amanda Phillips,4760,1,636,5,2,3,At Risk
8017,Sierra Wright,4496,1,1751,1,2,2,Champions
8019,Nicole Gray,4659,1,134,4,2,3,At Risk
8022,Melissa Russell,4767,1,615,5,2,3,At Risk
8024,Arianna Powell,4777,1,580,5,2,3,At Risk
8025,Dalton Russell,4760,1,700,5,2,3,At Risk
8056,Garrett Bailey,4500,1,46,1,2,4,Loyal Customers
8057,Carla Van,4795,1,38,5,2,5,At Risk
8060,George Rodriguez,4465,1,86,1,2,4,Loyal Customers
8063,Erica Zhou,4637,1,80,3,2,4,Loyal Customers
8067,Dylan Sharma,4570,1,85,2,2,4,Loyal Customers
8072,Joe Jimenez,4721,1,116,4,2,3,At Risk
8109,Haley Stewart,4502,1,1701,1,2,2,Champions
8110,Jade Brooks,4495,1,1728,1,2,2,Champions
8111,Jesse Kelly,4783,1,605,5,2,3,At Risk
8112,Mariah Kelly,4748,1,610,5,2,3,At Risk
8113,Victoria Hughes,4483,1,1765,1,2,2,Champions
8114,Aaron Patterson,4671,1,1184,4,2,2,Big Spenders
8116,Bailey Sanchez,4534,1,148,2,2,3,Loyal Customers
8117,Logan Alexander,4691,1,1183,4,2,2,Big Spenders
8118,Kaitlyn Coleman,4492,1,1751,1,2,2,Champions
8120,Connor Simmons,4496,1,1765,1,2,2,Champions
8121,Caleb Sharma,4498,1,1730,1,2,2,Champions
8122,Kaitlyn Blue,4751,1,657,5,2,3,At Risk
8124,Emma Washington,4664,1,1170,4,2,2,Big Spenders
8125,Cody Bailey,4486,1,1755,1,2,2,Champions
8128,Alexa Sanchez,4737,1,580,4,2,3,At Risk
8129,Madison Jackson,4741,1,643,5,2,3,At Risk
8130,Carson Simmons,4751,1,639,5,2,3,At Risk
8131,Madeline Baker,4720,1,665,4,2,3,At Risk
8132,Mason Blue,4498,1,1725,1,2,2,Champions
8134,Logan Martinez,4499,1,1701,1,2,2,Champions
8141,Melanie Rogers,4714,1,565,4,2,3,At Risk
8142,Samuel Martinez,4722,1,580,4,2,3,At Risk
8143,Dalton Washington,4707,1,619,4,2,3,At Risk
8144,Lauren Long,4703,1,605,4,2,3,At Risk
8145,Edwin He,4703,1,615,4,2,3,At Risk
8146,Adriana Malhotra,4581,1,134,2,2,3,Loyal Customers
8147,Mariah Morgan,4485,1,1765,1,2,2,Champions
8149,Cody Ramirez,4496,1,1751,1,2,2,Champions
8157,Julia Jenkins,4502,1,1728,1,2,2,Champions
8158,Eduardo Thompson,4484,1,1701,1,2,2,Champions
8161,Sara Perez,4825,1,1183,5,2,2,Big Spenders
8162,Jeremiah Hughes,4723,1,585,4,2,3,At Risk
8163,Peter Raji,4724,1,564,4,2,3,At Risk
8165,Danielle Morgan,4707,1,630,4,2,3,At Risk
8166,Miranda Russell,4695,1,634,4,2,3,At Risk
8170,Arianna Bryant,4819,1,1170,5,2,2,Big Spenders
8171,Luis Campbell,4828,1,1151,5,2,3,At Risk
8172,Melanie Torres,4833,1,1174,5,2,2,Big Spenders
8180,Gloria Sanz,4534,1,13,2,2,5,Loyal Customers
8188,Karl Pal,4556,1,147,2,2,3,Loyal Customers
8200,David Williams,4820,1,1134,5,2,3,At Risk
8203,Brianna Lee,4829,1,1170,5,2,2,Big Spenders
8206,James Perry,4496,1,1250,1,2,2,Champions
8208,Jeremiah Turner,4707,1,791,4,2,3,At Risk
8209,Angelica Diaz,4654,1,99,3,2,3,Loyal Customers
8213,Brianna Clark,4832,1,1174,5,2,2,Big Spenders
8217,Gabriel Lopez,4725,1,55,4,2,4,At Risk
8219,Nathaniel Brooks,4774,1,133,5,2,3,At Risk
8223,Jordan Hall,4498,1,55,1,2,4,Loyal Customers
8226,Jeremy Watson,4844,1,1219,5,2,2,Big Spenders
8242,Diane Dominguez,4798,1,148,5,2,3,At Risk
8245,Sebastian Ward,4722,1,134,4,2,3,At Risk
8249,Sheena Black,4632,1,147,3,2,3,Loyal Customers
8253,Jasmine Brooks,4755,1,95,5,2,3,At Risk
8262,Heather Wu,4590,1,83,3,2,4,Loyal Customers
8266,Dale Raji,4515,1,42,1,2,4,Loyal Customers
8267,Grant Xu,4699,1,42,4,2,4,At Risk
8268,Marshall Raje,4495,1,42,1,2,4,Loyal Customers
8305,Sara Nelson,4465,1,84,1,2,4,Loyal Customers
8308,Micheal Alonso,4544,1,149,2,2,3,Loyal Customers
8333,Kelvin Alan,4772,1,83,5,2,4,At Risk
8345,Mandy Ma,4816,1,186,5,2,3,At Risk
8374,Rebekah Suri,4658,1,90,4,2,4,At Risk
8376,Omar Anand,4738,1,121,4,2,3,At Risk
8378,Dominic Chandra,4459,1,116,1,2,3,Loyal Customers
8380,Crystal Guo,4554,1,103,2,2,3,Loyal Customers
8386,Alisha Lin,4509,1,117,1,2,3,Loyal Customers
8389,Alberto Martin,4737,1,45,4,2,4,At Risk
8390,Terrence Goel,4703,1,138,4,2,3,At Risk
8392,Sergio Rana,4577,1,43,2,2,4,Loyal Customers
8394,Miguel Anderson,4837,1,1134,5,2,3,At Risk
8397,Tammy Prasad,4786,1,1169,5,2,2,Big Spenders
8401,Gavin Hayes,4677,1,1179,4,2,2,Big Spenders
8402,Kyle Hernandez,4791,1,1170,5,2,2,Big Spenders
8403,Jeremiah Scott,4803,1,1254,5,2,2,Big Spenders
8406,Abigail Smith,4804,1,1170,5,2,2,Big Spenders
8407,Brooke Travers,4787,1,1188,5,2,2,Big Spenders
8409,Taylor Richardson,4793,1,1129,5,2,3,At Risk
8410,Savannah Allen,4805,1,1183,5,2,2,Big Spenders
8413,Jaime Chander,4705,1,619,4,2,3,At Risk
8414,Xavier Kelly,4816,1,1145,5,2,3,At Risk
8415,Alexis Ashe,4692,1,1145,4,2,3,At Risk
8450,Nuan Yuan,4666,1,45,4,2,4,At Risk
8458,Jennifer Williams,4497,1,93,1,2,3,Loyal Customers
8487,Melanie Price,4463,1,119,1,2,3,Loyal Customers
8489,Jamie Lin,4554,1,48,2,2,4,Loyal Customers
8491,Kristina Smith,4750,1,63,5,2,4,At Risk
8506,Gilbert She,4676,1,53,4,2,4,At Risk
8510,Nancy Suri,4538,1,44,2,2,4,Loyal Customers
8513,Marco Kapoor,4744,1,86,5,2,4,At Risk
8521,Kari Mu??oz,4772,1,88,5,2,4,At Risk
8522,Jaime Dominguez,4799,1,54,5,2,4,At Risk
8527,Angela Cooper,4690,1,1179,4,2,2,Big Spenders
8528,Gabriel Adams,4665,1,1219,4,2,2,Big Spenders
8530,Bailey Parker,4803,1,1169,5,2,2,Big Spenders
8532,John Robinson,4805,1,1179,5,2,2,Big Spenders
8533,Victoria Brown,4813,1,1205,5,2,2,Big Spenders
8535,Adrian Torres,4806,1,1179,5,2,2,Big Spenders
8536,Alex Mitchell,4798,1,1170,5,2,2,Big Spenders
8543,Robert Allen,4683,1,580,4,2,3,At Risk
8544,Evan Torres,4723,1,134,4,2,3,At Risk
8545,Katherine Price,4799,1,133,5,2,3,At Risk
8546,Garrett Watson,4776,1,1179,5,2,2,Big Spenders
8547,Angel Campbell,4679,1,1174,4,2,2,Big Spenders
8548,Lauren Patterson,4766,1,1179,5,2,2,Big Spenders
8549,Kaitlyn Howard,4773,1,1183,5,2,2,Big Spenders
8550,Kevin Sharma,4767,1,1183,5,2,2,Big Spenders
8551,Lucas Perez,4775,1,1269,5,2,2,Big Spenders
8555,Emmanuel Raman,4577,1,87,2,2,4,Loyal Customers
8607,Gabriel Parker,4762,1,84,5,2,4,At Risk
8637,Jessica Lee,4599,1,134,3,2,3,Loyal Customers
8651,Sabrina Sanz,4495,1,42,1,2,4,Loyal Customers
8656,Cindy Murphy,4707,1,129,4,2,3,At Risk
8658,Emily Griffin,4671,1,756,4,2,3,At Risk
8660,Wyatt Robinson,4677,1,557,4,2,3,At Risk
8662,Nathaniel Cox,4529,1,2521,2,2,2,Champions
8663,Lauren Powell,4638,1,76,3,2,4,Loyal Customers
8668,Billy Carlson,4521,1,151,1,2,3,Loyal Customers
8671,Erik Gutierrez,4772,1,1134,5,2,3,At Risk
8672,Michael Davis,4759,1,1170,5,2,2,Big Spenders
8675,Casey Deng,4570,1,42,2,2,4,Loyal Customers
8676,Dwayne Gill,4591,1,199,3,2,3,Loyal Customers
8681,Jan King,4762,1,1170,5,2,2,Big Spenders
8682,Morgan King,4648,1,1179,3,2,2,Loyal Customers
8684,Marcus Parker,4784,1,1143,5,2,3,At Risk
8688,Connor Coleman,4694,1,592,4,2,3,At Risk
8690,Elizabeth Gonzales,4678,1,681,4,2,3,At Risk
8691,Robert White,4689,1,572,4,2,3,At Risk
8692,Gabriella Cox,4692,1,570,4,2,3,At Risk
8697,Adam Patterson,4691,1,597,4,2,3,At Risk
8699,Stephanie Barnes,4675,1,726,4,2,3,At Risk
8700,Stephanie James,4558,1,134,2,2,3,Loyal Customers
8702,Arianna Wood,4763,1,1184,5,2,2,Big Spenders
8705,Nathan Collins,4637,1,1143,3,2,3,Loyal Customers
8706,Anna Hughes,4535,1,2342,2,2,2,Champions
8707,Benjamin Diaz,4667,1,618,4,2,3,At Risk
8709,April Luo,4683,1,565,4,2,3,At Risk
8711,Arianna Gonzales,4521,1,2352,1,2,2,Champions
8718,Edward Hill,4770,1,1137,5,2,3,At Risk
8719,Taylor Butler,4649,1,580,3,2,3,Loyal Customers
8720,Hunter Baker,4660,1,660,4,2,3,At Risk
8722,Noah Allen,4648,1,564,3,2,3,Loyal Customers
8723,Dalton Bailey,4633,1,586,3,2,3,Loyal Customers
8726,Alexandria Ramirez,4765,1,1179,5,2,2,Big Spenders
8731,Ricardo Black,4654,1,639,3,2,3,Loyal Customers
8736,Mackenzie Reed,4650,1,572,3,2,3,Loyal Customers
8737,Rachel Kelly,4648,1,664,3,2,3,Loyal Customers
8738,Erin Ramirez,4638,1,622,3,2,3,Loyal Customers
8739,Henry Martinez,4632,1,605,3,2,3,Loyal Customers
8740,Lucas Perry,4609,1,615,3,2,3,Loyal Customers
8741,Connie Liang,4624,1,590,3,2,3,Loyal Customers
8744,Holly Rana,4744,1,1194,5,2,2,Big Spenders
8745,Tamara Cai,4725,1,1179,4,2,2,Big Spenders
8746,Kayla Simmons,4751,1,1174,5,2,2,Big Spenders
8747,Stephanie Sanders,4530,1,2330,2,2,2,Champions
8748,Louis Rai,4785,1,148,5,2,3,At Risk
8750,Natalie Jackson,4615,1,683,3,2,3,Loyal Customers
8761,Sydney Russell,4698,1,129,4,2,3,At Risk
8765,Wayne Pal,4771,1,13,5,2,5,At Risk
8769,Christopher Jackson,4733,1,1143,4,2,3,At Risk
8775,Brianna Davis,4782,1,148,5,2,3,At Risk
8776,Alisha Cai,4749,1,1183,5,2,2,Big Spenders
8781,Brianna White,4604,1,615,3,2,3,Loyal Customers
8803,Sara James,5548,1,3375,5,2,1,Big Spenders
8809,Brooke Kelly,4613,1,590,3,2,3,Loyal Customers
8813,Sydney Morgan,4605,1,590,3,2,3,Loyal Customers
8815,Blake Washington,4629,1,590,3,2,3,Loyal Customers
8816,Christian Thompson,4579,1,597,2,2,3,Loyal Customers
8822,Tabitha Vazquez,4577,1,565,2,2,3,Loyal Customers
8824,Abigail Foster,4507,1,46,1,2,4,Loyal Customers
8825,Jordan Perry,4594,1,629,3,2,3,Loyal Customers
8832,Charles Green,4590,1,580,3,2,3,Loyal Customers
8838,Philip Jimenez,4581,1,590,2,2,3,Loyal Customers
8839,Jared Ramirez,4598,1,605,3,2,3,Loyal Customers
8842,Alexandria Jenkins,4581,1,604,2,2,3,Loyal Customers
8843,Katherine Phillips,4543,1,564,2,2,3,Loyal Customers
8844,Connor Kumar,4566,1,565,2,2,3,Loyal Customers
8846,Fernando Hernandez,4560,1,640,2,2,3,Loyal Customers
8850,Jorge Wu,4731,1,1147,4,2,3,At Risk
8855,Katherine Hall,4570,1,555,2,2,3,Loyal Customers
8857,Tammy Madan,4693,1,144,4,2,3,At Risk
8861,Sara Young,4787,1,133,5,2,3,At Risk
8870,Carol Brooks,4559,1,609,2,2,3,Loyal Customers
8876,Patrick James,4730,1,1199,4,2,2,Big Spenders
8892,Jennifer Morgan,4739,1,1174,5,2,2,Big Spenders
8896,Ricky Jimenez,4465,1,129,1,2,3,Loyal Customers
8898,Gabriella Nelson,4521,1,597,1,2,3,Loyal Customers
8921,Meredith Sanchez,4794,1,92,5,2,3,At Risk
8926,Madison Jenkins,4655,1,84,3,2,4,Loyal Customers
8935,Neil Blanco,4710,1,193,4,2,3,At Risk
8936,Clinton Navarro,4615,1,83,3,2,4,Loyal Customers
8938,Jimmy Gomez,4475,1,73,1,2,4,Loyal Customers
8947,Tamara Raje,4739,1,87,5,2,4,At Risk
8983,Charles Cox,4529,1,590,2,2,3,Loyal Customers
8985,Sara Morris,4728,1,1183,4,2,2,Big Spenders
8986,Tamara Ma,4746,1,1174,5,2,2,Big Spenders
8987,Jamie Huang,4752,1,1189,5,2,2,Big Spenders
8992,Jacob Thomas,4525,1,597,2,2,3,Loyal Customers
8993,Stephanie Hill,4518,1,587,1,2,3,Loyal Customers
8994,Nathan Russell,4748,1,1184,5,2,2,Big Spenders
8996,Jordyn Gonzales,4519,1,619,1,2,3,Loyal Customers
9000,Danielle Brooks,4753,1,1147,5,2,3,At Risk
9003,Elizabeth White,4501,1,590,1,2,3,Loyal Customers
9004,Dalton Gonzalez,4495,1,580,1,2,3,Loyal Customers
9005,Kaitlin Perez,4500,1,590,1,2,3,Loyal Customers
9006,Kevin Zhang,4708,1,1143,4,2,3,At Risk
9010,Noah Walker,4717,1,1184,4,2,2,Big Spenders
9013,Jessica Robinson,4502,1,555,1,2,3,Loyal Customers
9016,Jenna King,4495,1,565,1,2,3,Loyal Customers
9017,Katherine Kelly,4621,1,133,3,2,3,Loyal Customers
9020,Brittany Diaz,4597,1,129,3,2,3,Loyal Customers
9022,Alexander Jones,4491,1,81,1,2,4,Loyal Customers
9027,Jasmine Richardson,4704,1,1213,4,2,2,Big Spenders
9029,Angela Flores,4696,1,1174,4,2,2,Big Spenders
9030,Jan Evans,4720,1,1129,4,2,3,At Risk
9034,Carlos Turner,4501,1,567,1,2,3,Loyal Customers
9037,Kate Tang,4828,1,2618,5,2,2,Big Spenders
9038,Alyssa Sanchez,4817,1,2596,5,2,2,Big Spenders
9039,Taylor Price,4844,1,2443,5,2,2,Big Spenders
9040,Stephanie Evans,4826,1,2457,5,2,2,Big Spenders
9042,Joe Alvarez,4730,1,13,4,2,5,At Risk
9046,Andres Shen,4751,1,597,5,2,3,At Risk
9047,Peter She,4695,1,692,4,2,3,At Risk
9048,Ronnie Huang,4695,1,615,4,2,3,At Risk
9056,Ruben Ruiz,4667,1,83,4,2,4,At Risk
9057,Johnny She,4519,1,144,1,2,3,Loyal Customers
9058,Ramon Zhou,4591,1,48,3,2,4,Loyal Customers
9060,Madison Washington,4648,1,1170,3,2,2,Loyal Customers
9062,Sharon Nath,4639,1,1174,3,2,2,Loyal Customers
9067,Marcus White,4715,1,1170,4,2,2,Big Spenders
9074,Melissa Cooper,4716,1,1170,4,2,2,Big Spenders
9076,Aaron Allen,5239,1,3400,5,2,1,Big Spenders
9078,Aidan Coleman,4539,1,633,2,2,3,Loyal Customers
9079,Jose Lee,4519,1,629,1,2,3,Loyal Customers
9093,Ethan Sharma,4698,1,1149,4,2,3,At Risk
9094,Megan Clark,4720,1,1179,4,2,2,Big Spenders
9104,William Robinson,4720,1,104,4,2,3,At Risk
9112,Brittney Zhu,4690,1,1169,4,2,2,Big Spenders
9119,Jacqueline Henderson,4672,1,1170,4,2,2,Big Spenders
9123,Jeremy Bailey,4528,1,129,2,2,3,Loyal Customers
9124,Aaron Gonzalez,4561,1,133,2,2,3,Loyal Customers
9135,Franklin Zhao,4453,1,149,1,2,3,Loyal Customers
9145,Roger Lin,4481,1,121,1,2,3,Loyal Customers
9146,Fernando Lee,4651,1,1184,3,2,2,Loyal Customers
9148,Tabitha Ramos,4674,1,38,4,2,5,At Risk
9176,Alisha Lu,4654,1,1214,3,2,2,Loyal Customers
9181,Amanda Sanders,4843,1,2488,5,2,2,Big Spenders
9182,Catherine Brooks,4834,1,2443,5,2,2,Big Spenders
9184,Sophia Allen,4815,1,2451,5,2,2,Big Spenders
9188,Robert King,4677,1,1179,4,2,2,Big Spenders
9191,Angela Reed,4673,1,1204,4,2,2,Big Spenders
9192,Chad Rai,4665,1,1143,4,2,3,At Risk
9195,Connor Campbell,4670,1,1174,4,2,2,Big Spenders
9196,Blake Wilson,4691,1,1174,4,2,2,Big Spenders
9198,Olivia Johnson,4670,1,1145,4,2,3,At Risk
9199,Sierra Evans,4680,1,1174,4,2,2,Big Spenders
9200,Hailey Cook,4793,1,2502,5,2,2,Big Spenders
9201,Noah Gonzales,4816,1,2480,5,2,2,Big Spenders
9202,Chloe Harris,4451,1,134,1,2,3,Loyal Customers
9203,Alexandra Jones,4502,1,46,1,2,4,Loyal Customers
9205,Renee Carlson,4814,1,2476,5,2,2,Big Spenders
9206,Bryce Cox,4681,1,1184,4,2,2,Big Spenders
9208,Angel Bailey,4681,1,1134,4,2,3,At Risk
9211,Stephanie Powell,4796,1,2478,5,2,2,Big Spenders
9233,Franklin Chande,4680,1,92,4,2,3,At Risk
9276,Angela Kelly,4466,1,134,1,2,3,Loyal Customers
9277,Haley Sanchez,4474,1,129,1,2,3,Loyal Customers
9280,Trevor Henderson,4769,1,144,5,2,3,At Risk
9282,Karl Xie,4675,1,1179,4,2,2,Big Spenders
9288,Destiny Simmons,4590,1,144,3,2,3,Loyal Customers
9292,Alexis Walker,4670,1,1151,4,2,3,At Risk
9296,Christopher Brown,4680,1,1174,4,2,2,Big Spenders
9297,Morgan Diaz,4694,1,1145,4,2,3,At Risk
9298,Valerie Wu,4773,1,2466,5,2,2,Big Spenders
9303,Tasha Andersen,4761,1,2451,5,2,2,Big Spenders
9304,Bryce Morgan,4761,1,2512,5,2,2,Big Spenders
9305,Jesse Edwards,4674,1,1170,4,2,2,Big Spenders
9311,Timothy Ramirez,4674,1,1149,4,2,3,At Risk
9316,Devin Ramirez,4678,1,133,4,2,3,At Risk
9324,Justin Coleman,4764,1,2492,5,2,2,Big Spenders
9325,Ashley Rodriguez,4756,1,2544,5,2,2,Big Spenders
9327,Paige Blue,4726,1,129,4,2,3,At Risk
9332,Jeremy Cox,4695,1,134,4,2,3,At Risk
9338,Xavier Hall,4781,1,2452,5,2,2,Big Spenders
9340,Kaitlyn Hughes,4758,1,2528,5,2,2,Big Spenders
9341,Makayla Kelly,4754,1,2443,5,2,2,Big Spenders
9346,Regina Martinez,4742,1,2521,5,2,2,Big Spenders
9347,Angelica Washington,4734,1,2565,4,2,2,Big Spenders
9348,Savannah Roberts,4734,1,2443,4,2,2,Big Spenders
9349,Chloe Evans,4746,1,2511,5,2,2,Big Spenders
9364,Alexander Brown,4529,1,144,2,2,3,Loyal Customers
9368,Jessica Anderson,4510,1,129,1,2,3,Loyal Customers
9372,Grace Bryant,4678,1,1174,4,2,2,Big Spenders
9373,Kaitlyn Edwards,4681,1,1184,4,2,2,Big Spenders
9377,Destiny Lewis,4728,1,2476,4,2,2,Big Spenders
9378,Brian Reed,4697,1,2443,4,2,2,Big Spenders
9383,Jack Hernandez,4724,1,2482,4,2,2,Big Spenders
9385,Luis Gonzalez,4699,1,129,4,2,3,At Risk
9386,Jason Patterson,4709,1,2528,4,2,2,Big Spenders
9387,Anna Russell,4716,1,2482,4,2,2,Big Spenders
9388,Jordan Adams,4657,1,1194,4,2,2,Big Spenders
9389,Natasha Gill,4597,1,10,3,2,5,Loyal Customers
9393,Destiny Ramirez,4543,1,134,2,2,3,Loyal Customers
9395,Emma Butler,4660,1,1158,4,2,2,Big Spenders
9396,Katherine Rogers,4649,1,1179,3,2,2,Loyal Customers
9400,Benjamin Rodriguez,4642,1,1184,3,2,2,Loyal Customers
9402,Hannah Jenkins,4640,1,1184,3,2,2,Loyal Customers
9405,Jorge Yang,4468,1,125,1,2,3,Loyal Customers
9406,Isaiah Campbell,4706,1,2563,4,2,2,Big Spenders
9413,David Jackson,4719,1,2528,4,2,2,Big Spenders
9422,Victoria Alexander,4715,1,119,4,2,3,At Risk
9423,Maria Brooks,4655,1,1134,3,2,3,Loyal Customers
9434,Chloe Taylor,4502,1,74,1,2,4,Loyal Customers
9435,Nathan Sharma,4657,1,1170,4,2,2,Big Spenders
9437,Anna Barnes,4633,1,1134,3,2,3,Loyal Customers
9441,Alexandra Hughes,4698,1,10,4,2,5,At Risk
9443,Jorge Chen,4709,1,2482,4,2,2,Big Spenders
9450,Rachel Walker,4653,1,10,3,2,5,Loyal Customers
9458,Alexandra Morris,4696,1,74,4,2,4,At Risk
9462,Mackenzie Nelson,4692,1,2492,4,2,2,Big Spenders
9463,Haley Mitchell,4684,1,2512,4,2,2,Big Spenders
9464,Jasmine Bryant,4644,1,1147,3,2,3,Loyal Customers
9466,Isabel Henderson,4688,1,2515,4,2,2,Big Spenders
9468,Gabrielle Bennett,4550,1,17,2,2,5,Loyal Customers
9472,Carlos Gonzalez,4508,1,74,1,2,4,Loyal Customers
9473,Edward Coleman,4666,1,2482,4,2,2,Big Spenders
9477,Destiny Long,4691,1,2521,4,2,2,Big Spenders
9479,Jonathan Moore,4712,1,96,4,2,3,At Risk
9480,Andrew Jackson,4559,1,86,2,2,4,Loyal Customers
9482,Jordan Edwards,4636,1,1170,3,2,2,Loyal Customers
9483,Gina Diaz,4668,1,2443,4,2,2,Big Spenders
9485,Gabriella Morgan,4642,1,1151,3,2,3,Loyal Customers
9488,Alexander White,4723,1,10,4,2,5,At Risk
9496,Wesley Wang,4675,1,2482,4,2,2,Big Spenders
9497,Jada Roberts,4641,1,2478,3,2,2,Loyal Customers
9499,Miguel Phillips,4633,1,13,3,2,5,Loyal Customers
9500,Christian Robinson,4468,1,55,1,2,4,Loyal Customers
9510,Alexandria Murphy,4723,1,10,4,2,5,At Risk
9511,Caitlin Cox,4468,1,73,1,2,4,Loyal Customers
9513,Sydney Parker,4759,1,10,5,2,5,At Risk
9514,Joseph Smith,4756,1,74,5,2,4,At Risk
9516,Jenna Edwards,4673,1,74,4,2,4,At Risk
9518,Amber Edwards,4673,1,77,4,2,4,At Risk
9520,Trevor Diaz,4511,1,55,1,2,4,Loyal Customers
9523,Kevin Parker,4616,1,45,3,2,4,Loyal Customers
9527,Brittany Alexander,4636,1,1170,3,2,2,Loyal Customers
9528,Sydney Harris,4641,1,2478,3,2,2,Loyal Customers
9530,Destiny Jackson,4657,1,1174,4,2,2,Big Spenders
9531,Mariah Jenkins,4724,1,104,4,2,3,At Risk
9533,Joan Watson,4501,1,93,1,2,3,Loyal Customers
9541,Jasmine Flores,4503,1,10,1,2,5,Loyal Customers
9542,Allison Hernandez,4656,1,1174,3,2,2,Loyal Customers
9543,Hailey Green,4617,1,93,3,2,3,Loyal Customers
9544,Seth Miller,4633,1,2492,3,2,2,Loyal Customers
9545,Dalton Hall,4657,1,2457,4,2,2,Big Spenders
9546,Vanessa Butler,4618,1,2542,3,2,2,Loyal Customers
9554,Damien Xie,4516,1,2355,1,2,2,Champions
9571,George Martinez,4737,1,115,4,2,3,At Risk
9574,Megan Ward,4521,1,2415,1,2,2,Champions
9582,Ruth Sanchez,4539,1,2440,2,2,2,Champions
9583,Desiree Bradley,4636,1,142,3,2,3,Loyal Customers
9588,Shannon Johnston,4538,1,2379,2,2,2,Champions
9590,Mackenzie Rogers,4530,1,2345,2,2,2,Champions
9595,Arthur Torres,4755,1,43,5,2,4,At Risk
9602,Carrie Munoz,4451,1,80,1,2,4,Loyal Customers
9603,Casey Moreno,4744,1,80,5,2,4,At Risk
9606,Kevin Yang,4729,1,84,4,2,4,At Risk
9635,Stephanie Bryant,4747,1,10,5,2,5,At Risk
9638,John Brown,4712,1,10,4,2,5,At Risk
9639,Thomas Collins,4620,1,2478,3,2,2,Loyal Customers
9640,Emily Ross,4613,1,2466,3,2,2,Loyal Customers
9641,Noah Turner,4615,1,2498,3,2,2,Loyal Customers
9642,Isabella Robinson,4584,1,2457,3,2,2,Loyal Customers
9643,Patricia Prasad,4555,1,2452,2,2,2,Champions
9645,Patrick Brooks,4542,1,2457,2,2,2,Champions
9646,Xavier Stewart,4623,1,1143,3,2,3,Loyal Customers
9647,Ryan Chen,4608,1,1198,3,2,2,Loyal Customers
9649,Jordan Mitchell,4512,1,2457,1,2,2,Champions
9650,Natalie Ramirez,4493,1,2488,1,2,2,Champions
9651,Bryan Gray,4627,1,1174,3,2,2,Loyal Customers
9653,Amanda Scott,4614,1,1174,3,2,2,Loyal Customers
9655,Taylor Murphy,4616,1,1170,3,2,2,Loyal Customers
9656,Edward Butler,4600,1,47,3,2,4,Loyal Customers
9658,Blake Russell,4613,1,1193,3,2,2,Loyal Customers
9659,Kaylee Campbell,4505,1,2457,1,2,2,Champions
9660,Xavier Baker,4485,1,2466,1,2,2,Champions
9661,Christina Cox,4632,1,1179,3,2,2,Loyal Customers
9662,Taylor Diaz,4618,1,1174,3,2,2,Loyal Customers
9663,Taylor Perry,4847,1,1751,5,2,2,Big Spenders
9664,Kaitlyn Stewart,4791,1,1751,5,2,2,Big Spenders
9665,Isaiah Watson,4767,1,1765,5,2,2,Big Spenders
9667,Lacey Rai,4785,1,1715,5,2,2,Big Spenders
9668,Jodi Pal,4743,1,1776,5,2,2,Big Spenders
9669,Eric Rothenberg,4727,1,1751,4,2,2,Big Spenders
9673,Fernando Ross,4718,1,1751,4,2,2,Big Spenders
9674,Dylan Washington,4671,1,1755,4,2,2,Big Spenders
9675,Samuel Butler,4630,1,1143,3,2,3,Loyal Customers
9678,Trinity Bailey,4626,1,1184,3,2,2,Loyal Customers
9682,Walter Moreno,4812,1,10,5,2,5,At Risk
9685,Olivia Lee,4638,1,1730,3,2,2,Loyal Customers
9687,Lucas Nelson,4628,1,1151,3,2,3,Loyal Customers
9688,Rebecca Campbell,4546,1,10,2,2,5,Loyal Customers
9695,Daniel Anderson,4784,1,147,5,2,3,At Risk
9697,Ethan Gonzales,4809,1,74,5,2,4,At Risk
9698,Stefanie Schmidt,4499,1,78,1,2,4,Loyal Customers
9700,Hunter Wang,4628,1,1209,3,2,2,Loyal Customers
9701,Marcus Scott,4628,1,1243,3,2,2,Loyal Customers
9703,Oscar Ross,4643,1,1751,3,2,2,Loyal Customers
9705,Shane Rodriguez,4570,1,78,2,2,4,Loyal Customers
9707,Haley Gonzalez,4604,1,1760,3,2,2,Loyal Customers
9708,Danielle Stewart,4613,1,1751,3,2,2,Loyal Customers
9710,Samuel Evans,4627,1,1730,3,2,2,Loyal Customers
9715,Christine Beck,4773,1,188,5,2,3,At Risk
9716,Henry Kapoor,4624,1,196,3,2,3,Loyal Customers
9724,Cedric Zhu,4643,1,144,3,2,3,Loyal Customers
